time,open,high,low,close,regime_code,posture_code,confidence,net_score,bounded_net,votes_cast,direction_code,kill_switch,structure_code,atr14,stop_pct,rr,extension_atr,g1_regime,g2_confidence,g3_direction,g4_structure,g5_stop_defined,g6_stop_distance,g7_rr,g8_NOT_REPRESENTABLE,g9_earnings_failopen,g10_extension,g11_NOT_REPRESENTABLE,soft_fail_count,first_rejection,qualified,watchlist,rejected,qualified_marker
1427981400,170.60215911,171.73054612,170.41962592,171.27836162,3,0,0.125,1,1,8,1,0,4,1.7497180966179466,0.010215640084763875,1.9999999999999838,0.3392967558513458,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1428327000,170.39473503,172.95019972,170.26198362,172.435788,1,1,0.75,6,6,8,1,0,4,1.8167536682880936,0.010535827216378659,2,0.2820979360571415,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1428413400,172.45653041,173.20740559,171.94626717,171.97945502,1,0,0.25,2,2,8,1,0,4,1.7770668648389447,0.01033301835171124,1.999999999999984,0.02873452022628491,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1428499800,172.20347303,172.9999815,171.81351575,172.55609397,1,0,0.375,3,3,8,1,0,4,1.7348810709218772,0.010054012182400854,1.9999999999999836,0.3289206936492232,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1428586200,172.39430318,173.55587804,171.90478235,173.32356307,1,0,0.25,2,2,8,1,0,4,1.7288964008560292,0.009974964570499756,2,0.7036056404031602,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1428672600,173.57247197,174.3109017,173.37334485,174.26941689,1,1,0.5,4,4,8,1,0,4,1.675927988652026,0.009616879533773224,1.9999999999999831,1.1729268766353986,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1428931800,174.12836851,174.75893772,173.43142359,173.48120537,1,0,0.25,2,2,8,1,0,1,1.6510412844625952,0.009517119050108392,2,0.6483673899819783,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1429018200,173.28207826,173.9956171,172.65980601,173.81308391,3,0,0,0,0,8,0,0,1,1.6285248420009808,0.009369403070048693,2,0.7828389071628175,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1429104600,174.27771385,175.09911322,174.19474422,174.59299846,1,1,0.5,4,4,8,1,0,1,1.6040608754294825,0.009187429562342924,1.9999999999999822,1.164537053240168,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1429191000,174.26111992,175.04933144,174.06431595,174.54321668,1,1,0.625,5,5,8,1,0,1,1.559843347898805,0.008936717092584326,2,1.0596673334010929,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1429277400,173.35675093,173.59736286,171.75543701,172.53535156,3,0,0.125,1,1,8,1,0,0,1.647553085191747,0.009549075423066647,1.9999999999999827,0.19585523095318189,0,0,1,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1429536600,173.45631448,174.44365312,173.37334485,174.11177458,1,0,0.25,2,2,8,1,0,1,1.6661779762494784,0.009569588158346631,1.999999999999983,0.6840593741340897,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1429623000,174.79212557,174.94976788,173.60565982,173.9043505,3,0,0.125,1,1,8,1,0,1,1.643172982231658,0.009448716938404867,2.0000000000000173,0.515820524022186,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1429709400,174.244526,174.94147091,173.32356307,174.75893772,1,0,0.375,3,3,8,1,0,1,1.6413683292151102,0.009392185318984508,2,0.9427663816477374,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1429795800,174.36068348,175.84583991,174.244526,175.19867677,1,1,0.625,5,5,8,1,0,1,1.6385072992711731,0.009352281247090657,2,1.1025367316000119,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1429882200,175.61352494,175.8707308,175.15719196,175.60514501,1,1,0.5,4,4,8,1,0,1,1.5724381236089453,0.008954396658021627,2,1.2794159876569393,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1430141400,176.16942148,176.29387593,174.68426505,174.87509521,3,0,0.125,-1,-1,8,-1,0,1,1.575093320494022,0.009006961903881006,1.999999999999982,0.7397845507537361,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1430227800,174.85020432,175.48077353,173.68041546,175.43099175,1,0,0.25,2,2,8,1,0,1,1.5911836597444482,0.009070140024129715,2,0.9833310018537841,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1430314200,174.54321668,175.3065373,173.9043505,174.70915594,3,0,0.125,-1,-1,8,-1,0,1,1.5865734876198456,0.00908122690584535,1.999999999999982,0.48293004839244896,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1430400600,174.13666547,174.52662275,172.26155177,172.95849669,2,0,0.25,-2,-2,8,-1,0,0,1.6480756792184263,0.00952873498994585,1.9999999999999827,0.5430328954710636,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1430487000,173.73841124,174.87509521,173.63884768,174.83361039,1,1,0.5,4,4,8,1,0,1,1.6672558821313965,0.00953624350839787,2,0.534440727895914,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1430746200,175.25675552,175.91221562,175.148895,175.33142819,3,0,0.125,1,1,8,1,0,1,1.6252094069791556,0.009269355892190584,1.9999999999999825,0.7768885553907535,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1430832600,175.09081625,175.44758567,173.1825147,173.32356307,2,0,0.375,-3,-3,8,-1,0,0,1.670913804337786,0.009640430733950132,2.000000000000017,0.40547139789331293,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1430919000,173.87116265,174.17815029,171.54801293,172.61002423,2,0,0.25,-2,-2,8,-1,0,4,1.7394297725993721,0.010077223384672134,1.9999999999999836,0.7270128604613894,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1431005400,172.51046067,173.72181731,172.17858214,173.29867218,1,0,0.375,3,3,8,1,0,0,1.7254158724137028,0.009956313286818234,2.0000000000000164,0.3034524623401391,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1431091800,174.9663618,175.77946421,174.88339217,175.58033709,1,1,0.625,5,5,8,1,0,4,1.7793713122412935,0.010134228819308023,2,0.8982146992850086,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1431351000,175.53885227,175.80435509,174.66767112,174.73819531,3,0,0.125,-1,-1,8,-1,0,4,1.7334650735097732,0.009920355823948233,2.0000000000000164,0.3965340339499567,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1431437400,173.91264747,174.75893772,173.0912481,174.21963511,3,0,0,0,0,8,0,0,4,1.728766826830504,0.009922916126755674,2,0.08877462966409035,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1431523800,174.62618631,175.24845855,174.02050799,174.25282296,3,0,0.125,1,1,8,1,0,4,1.6929942363426118,0.00971573491656562,2.000000000000017,0.10023042489966578,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1431610200,175.26505248,176.16112452,174.99125269,176.06985792,1,1,0.625,5,5,8,1,0,1,1.708373330889567,0.009702815411288609,2,1.0572122273163074,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1431696600,176.26068808,176.40173645,175.77946421,176.26068808,1,0,0.375,3,3,8,1,0,1,1.6307946815403123,0.009252174715215845,1.9999999999999827,1.1132014665453394,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1431955800,176.09474881,177.05719655,176.0283731,176.80828765,1,1,0.5,4,4,8,1,0,1,1.5877967364302883,0.008980329811085513,2.0000000000000178,1.3529339956136452,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1432042200,176.92444514,177.19824493,176.46811216,176.75020891,3,0,0.125,-1,-1,8,-1,0,1,1.5265350245424094,0.00863668017116573,2.0000000000000187,1.2447116027997391,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1432128600,176.84977247,177.37248116,176.31378864,176.62575446,3,0,0,0,0,8,0,0,1,1.4931177027893798,0.008453567303105468,1.999999999999981,1.081106638820194,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1432215000,176.48470608,177.34759027,176.31876682,177.14016618,1,0,0.375,3,3,8,1,0,1,1.4599538275901387,0.008241800033689801,2,1.3254660653700097,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1432301400,176.75850587,177.17335404,176.65064535,176.71702106,3,0,0.125,1,1,8,1,0,1,1.3930077463337003,0.007882702741241502,2,0.9867295748793258,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1432647000,176.22750022,176.64973268,174.4021683,174.81701646,2,0,0.25,-2,-2,8,-1,0,0,1.4588538187384366,0.008345033271244785,1.9999999999999805,0.3274567346868978,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1432733400,175.27334944,176.70872409,174.86779388,176.47640912,4,0,0.25,2,2,8,0,1,1,1.4897719481142635,0.00844176258766259,2.000000000000019,0.7210872739318233,0,0,0,1,1,0,1,-1,1,1,-1,1,1,0,0,1,0
1432819800,176.16942148,176.38514253,175.58863405,176.277282,1,0,0.25,2,2,8,1,0,1,1.4467721711061021,0.00820736600140051,2.0000000000000195,0.5498940018610713,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1432906200,176.2109063,176.25239111,174.91658002,175.18208285,3,0,0,0,0,8,0,0,0,1.4406243003128103,0.00822358243991392,2,0.1890769988237377,0,0,0,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433165400,175.84583991,176.17771844,174.75064076,175.53885227,3,0,0.125,1,1,8,1,0,2,1.4396566845761807,0.00820135637187502,1.9999999999999802,0.053283221661195826,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433251800,175.08251929,176.05326399,174.46024704,175.36461604,2,0,0.375,-3,-3,8,-1,0,4,1.45061098924931,0.00827197083428974,2.0000000000000195,0.061119502235150724,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1433338200,175.89562169,176.45151823,175.33980812,175.82924598,1,0,0.25,2,2,8,1,0,4,1.4264037835886463,0.008112437584762792,1.99999999999998,0.2396167855043569,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1433424600,175.12400411,175.77863451,174.02880495,174.3434258,3,0,0.125,1,1,8,1,0,4,1.4531207297608861,0.008334818035684618,2,0.7157197278398726,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433511000,174.19474422,174.7174529,173.38993878,174.04539888,3,0,0,0,0,8,0,0,4,1.4441488290636812,0.008297540976991856,1.9999999999999802,0.8423043300942484,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433770200,173.93753836,174.08688369,172.90041794,172.97509061,3,0,0.125,-1,-1,8,-1,0,4,1.4257428948448467,0.008242475201585091,1.99999999999998,1.4580730893405118,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433856600,172.95019972,173.48950234,172.31963051,172.95019972,3,0,0.125,1,1,8,1,0,0,1.4074663902130722,0.008137986498377625,2,1.3588105755265776,0,0,1,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1433943000,173.71352035,175.40610086,173.654363,175.02444055,1,1,0.5,4,4,8,1,0,0,1.4823545866264247,0.008469414796974925,2,0.0992037298078723,1,1,1,0,1,0,1,-1,1,1,-1,1,5,0,0,1,0
1434029400,175.4641796,175.97029436,175.23186463,175.58863405,1,1,0.625,5,5,8,1,0,4,1.4440331025816793,0.00822395544218695,2.0000000000000195,0.4477664942341336,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1434115800,174.76723468,175.46583899,173.97072621,174.244526,2,0,0.25,-2,-2,8,-1,0,0,1.4564527266829868,0.008358671346054123,2,0.43537811693254086,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1434375000,173.10784203,173.77989605,172.40260015,173.4977993,3,0,0.125,-1,-1,8,-1,0,0,1.4839865212056302,0.008553344925370604,2.000000000000019,0.8458998330221777,0,0,1,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1434461400,173.34845396,174.52662275,173.17421773,174.44365312,1,1,0.625,5,5,8,1,0,4,1.4745878425480845,0.0084530896720772,2,0.19077758023821287,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1434547800,174.72574987,175.33142819,173.70522338,174.72574987,1,1,0.5,4,4,8,1,0,0,1.4854176259375063,0.008501423671340373,1.999999999999981,0.00047641915425732665,1,1,1,0,1,0,1,-1,1,1,-1,1,5,0,0,1,0
1434634200,175.32313122,177.00741477,174.76018227,176.54278483,1,1,0.5,4,4,8,1,0,4,1.5422924312276851,0.008736083056086452,2,1.0714526486111808,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1434720600,176.30106087,176.37609679,175.38395519,175.75913479,1,0,0.25,2,2,8,1,0,4,1.5149022318542786,0.008619194863836296,2,0.5213917452303672,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1434979800,176.67207181,177.24317852,176.45113271,176.65956582,1,0,0.25,2,2,8,1,0,4,1.5126980531504013,0.008562785978381091,2.0000000000000187,1.0158180279267774,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1435066200,176.86799893,177.11811866,176.39277144,176.78462569,3,0,0.125,1,1,8,1,0,1,1.4564587079253728,0.008238605038423113,2,1.0371893603410667,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1435152600,176.51783131,176.8930109,175.47566576,175.50067773,3,0,0.125,-1,-1,8,-1,0,4,1.4536648816449897,0.008282958792224047,2,0.14175801670687668,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1435239000,176.0009172,176.12597706,174.89205306,174.96708898,2,0,0.25,-2,-2,8,-1,0,4,1.4379691043846334,0.008218511908539502,2.00000000000002,0.20705976506785517,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1435325400,175.32559392,175.56737633,174.38347627,174.93373968,2,0,0.25,-2,-2,8,-1,0,4,1.4198213155000177,0.008116337752209827,1.99999999999998,0.21199520692189805,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1435584600,173.4538646,174.94040954,171.19028104,171.26531696,3,0,0.125,-1,-1,8,-1,0,3,1.586271828678587,0.009262072770104757,2.0000000000000178,2.2748697817494845,0,0,1,1,1,0,0,-1,1,0,-1,3,2,0,0,1,0
1435671000,172.79938464,172.84940859,171.14859442,171.62382191,4,0,0.375,3,3,8,0,1,3,1.5944534244872595,0.009290396908439618,2,1.8530470286943508,0,0,0,1,1,0,1,-1,1,0,-1,2,1,0,0,1,0
1435757400,173.19123889,173.44135862,172.21577194,172.99948043,1,0,0.25,2,2,8,1,0,0,1.6103879448810257,0.009308628794018926,2.0000000000000178,0.891337262527704,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1435843800,173.47470791,173.6414544,172.42420505,172.84107126,3,0,0.125,1,1,8,1,0,1,1.5823066166752362,0.009154691099403138,2.0000000000000178,0.9156988317511887,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1436189400,171.55712331,173.12454029,171.35702753,172.34916913,1,1,0.5,4,4,8,1,0,1,1.5955356269127186,0.009257576552105313,2,1.1058232606398786,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1436275800,172.54926491,173.55808116,170.17312747,173.43302129,1,0,0.375,3,3,8,1,0,2,1.7233512028475246,0.00993669596498522,1.9999999999999836,0.3589877930306917,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1436362200,172.0990494,172.38627022,170.28985001,170.52329509,3,0,0.125,-1,-1,8,-1,0,1,1.8247669226441292,0.010700983239158274,2,1.7578276093247331,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1436448600,172.61596351,172.87442056,170.72339088,170.83177609,4,0,0,0,0,8,0,1,1,1.862363961740977,0.010901742078475057,2,1.4151831351610922,0,0,0,1,1,1,1,-1,1,1,-1,0,1,0,0,1,0
1436535000,172.82439662,173.399672,172.15741067,172.98280578,3,0,0.125,1,1,8,1,0,2,1.9127591009023361,0.011057509977812484,1.9999999999999851,0.23029862984981378,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1436794200,174.24174176,175.00043827,174.20005513,174.89205306,1,1,0.875,7,7,8,1,0,0,1.9202500572664538,0.010979630141386011,2,0.6953362777233254,1,1,1,0,1,1,1,-1,1,1,-1,0,5,0,0,1,0
1436880600,174.85036643,175.95923057,174.79200516,175.65074957,1,1,0.5,4,4,8,1,0,4,1.866462582461706,0.010625987005639784,2,1.019875807653587,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1436967000,175.69243619,176.15098903,175.11716081,175.5923883,1,0,0.375,3,3,8,1,0,4,1.8069886994287272,0.010290814521763234,2,0.9283142844862163,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1437053400,176.64289117,177.00139612,176.40110876,177.00139612,1,0,0.375,3,3,8,1,0,0,1.7785614937552465,0.010048290763477588,2.000000000000016,1.5776085706555536,0,0,1,0,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1437139800,176.99305879,177.20982923,176.5845299,177.15146796,3,0,0,0,0,8,0,0,1,1.6961856249155853,0.009574776006364095,2,1.5842743391491672,0,0,0,1,1,0,0,-1,1,0,-1,3,2,0,0,1,0
1437399000,177.37657571,177.73508066,176.9263602,177.24317852,3,0,0,0,0,8,0,0,1,1.6327952559930428,0.009212175439568761,2,1.5472261781459564,0,0,0,1,1,0,0,-1,1,0,-1,3,2,0,0,1,0
1437485400,177.10978134,177.36823839,176.2426996,176.54284328,3,0,0,0,0,8,0,0,1,1.5965626512792526,0.009043485545019044,2.0000000000000178,1.0397156678852424,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1437571800,175.85918268,176.55951793,175.82583338,176.22602495,1,0,0.25,2,2,8,1,0,1,1.534928501187877,0.008709999000563982,2.0000000000000187,0.7955081071771456,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1437658200,176.35942214,176.45947004,174.87537841,175.23388335,3,0,0.125,-1,-1,8,-1,0,2,1.5384401532458871,0.008779353192630634,2,0.1352647923342435,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1437744600,175.33393125,175.39229252,173.08285367,173.41634664,3,0,0.125,-1,-1,8,-1,0,0,1.5935114887283253,0.009188934720417916,2,0.9181780064381521,0,0,1,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1438003800,172.53259026,173.04116705,171.96565221,172.4075304,3,0,0.125,-1,-1,8,-1,0,4,1.5833102702477306,0.009183533147156094,2.0000000000000178,1.4193183440402066,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1438090200,173.24126283,174.6669453,172.41586772,174.52521078,1,0,0.375,3,3,8,1,0,4,1.6316034580871783,0.009348812419679062,2.0000000000000173,0.07217714698094481,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1438176600,174.65027065,175.95089325,174.50853614,175.72578549,1,0,0.375,3,3,8,1,0,1,1.6180858617952383,0.009208016098965266,2,0.6083564273280843,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1438263000,175.21720871,175.9342186,174.6002467,175.76747211,1,0,0.375,3,3,8,1,0,4,1.5977920073812923,0.009090373709086205,2,0.5837940159987707,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1438349400,176.26771157,176.29272355,175.21720871,175.50067773,1,0,0.25,2,2,8,1,0,4,1.5604864954254865,0.008891626605717344,2,0.3879833364741719,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1438608600,175.46732844,175.52568971,173.95827273,174.9087277,3,0,0,0,0,8,0,0,4,1.560981530037951,0.008924549109495146,1.9999999999999818,0.007857950420890925,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1438695000,174.83369179,175.29082728,174.08333259,174.56689741,3,0,0,0,0,8,0,0,0,1.5357324700352406,0.008797386519554815,2,0.19508853323881642,0,0,0,0,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1438781400,175.45899111,176.17600101,174.85870376,175.14217279,1,0,0.25,2,2,8,1,0,4,1.5409732650327232,0.008798413543038544,1.9999999999999816,0.16263133013462386,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1438867800,175.32559392,175.42981048,173.12454029,173.708153,3,0,0,0,0,8,0,0,4,1.595565902530385,0.009185325357356033,2,0.6742602086587562,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1438954200,173.54974383,173.69981567,172.47422899,173.37466002,3,0,0,0,0,8,0,0,4,1.5697343387782152,0.00905400096298458,2.000000000000018,0.8161888193745244,0,0,0,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1439213400,174.48352416,175.64241225,174.48352416,175.559039,1,1,0.5,4,4,8,1,0,4,1.6195927595797723,0.00922534532431437,2,0.5069621011818317,1,1,1,1,1,0,1,-1,1,1,-1,1,7,0,1,0,0
1439299800,174.22506711,174.64193333,173.21625086,173.97494738,3,0,0.125,1,1,8,1,0,4,1.6712495724669323,0.009606265716043316,2,0.41505115481741117,0,0,1,1,1,0,0,-1,1,1,-1,2,2,0,0,1,0
1439386200,172.67432478,174.36680162,171.21529301,174.18338049,1,0,0.25,2,2,8,1,0,4,1.7769823608621498,0.010201790525957597,2,0.24823541800028184,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1439472600,174.02497132,174.70863192,173.42468397,173.96661005,3,0,0.125,1,1,8,1,0,0,1.7417656172291391,0.010012068503999307,2,0.34337173968765783,0,0,1,0,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1439559000,173.77485159,174.67419877,173.63311708,174.6002467,1,0,0.375,3,3,8,1,0,4,1.6917167652842005,0.009689085767392632,1.9999999999999831,0.01911106495413966,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1439818200,174.00829667,175.57571365,173.54974383,175.57571365,1,1,0.625,5,5,8,1,0,0,1.715591983478186,0.009771237421242236,2,0.5340311198651393,1,1,1,0,1,0,1,-1,1,1,-1,1,5,0,0,1,0
1439904600,175.30058195,175.65074957,174.83285805,175.06713687,2,0,0.25,-2,-2,8,-1,0,4,1.651470521801172,0.00943335540483254,2,0.22437453760573212,0,0,1,1,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1439991000,174.325115,175.09214884,172.87442056,173.68314102,2,0,0.375,-3,-3,8,-1,0,0,1.691917504529659,0.009741403193156448,1.9999999999999831,0.5445397214527542,0,0,1,0,1,0,1,-1,1,1,-1,1,2,0,0,1,0
1440077400,172.17408532,172.72434872,169.99804366,170.05640493,3,0,0.125,-1,-1,8,-1,0,3,1.834287494206111,0.010786347594265284,2,2.254059455091052,0,0,1,1,1,1,0,-1,1,0,-1,2,2,0,0,1,0
1440163800,168.18884427,170.03172645,164.67883072,164.77054129,4,0,0.125,-1,-1,8,0,1,3,2.0873794024771035,0.012668401682332648,2,4.102776689318176,0,0,0,1,1,1,1,-1,1,0,-1,1,1,0,0,1,0
1440423000,156.31649439,163.27816023,152.07279629,158.0339832,4,0,0.375,-3,-3,8,0,1,3,2.845262659443025,0.018004119125708547,2,4.888703362752318,0,0,0,1,1,1,1,-1,1,0,-1,1,1,0,0,1,0
1440509400,162.93632993,162.95300458,155.8412669,156.13307325,4,0,0.75,-6,-6,8,0,1,3,3.1500108751970948,0.020175167308423534,2,4.56291500613931,0,1,0,1,1,1,1,-1,1,0,-1,1,1,0,0,1,0
1440595800,160.14332627,162.40274117,157.05017893,162.12760946,1,0,0.25,2,2,8,1,1,3,3.3728435212544463,0.020803634448743277,2,2.258330701228887,0,0,1,1,1,1,1,-1,1,0,-1,1,1,0,0,1,0
1440682200,164.2619645,166.26292235,162.75290879,166.13786248,1,0,0.375,3,3,8,1,0,2,3.4273056190219857,0.020629286833605223,2,0.9566865890410942,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1440768600,165.4958885,166.60892131,165.01232369,166.1461998,3,0,0.125,-1,-1,8,-1,0,2,3.2965407619489873,0.019841204709570428,2,0.9019151336990907,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441027800,165.17073285,166.01697128,164.25362718,164.80389058,2,1,0.5,-4,-4,8,-1,0,1,3.196257323238346,0.01939430745226732,2,1.2274325265826227,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1441114200,161.010408,162.38606652,159.01778748,159.88486921,2,0,0.375,-3,-3,8,-1,0,1,3.381246307292749,0.021148006837668046,2.0000000000000084,2.377340609262538,0,0,1,1,1,1,1,-1,1,0,-1,1,2,0,0,1,0
1441200600,162.26100665,162.9613419,160.42679529,162.91965528,3,0,0.125,1,1,8,1,0,1,3.35947676320041,0.020620450966623263,2,1.3539955066420892,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441287000,163.62832785,165.12070891,162.54447568,163.03637782,3,0,0.125,-1,-1,8,-1,0,1,3.3035307965432366,0.020262537972908716,2,1.2196300303022947,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441373400,160.78530024,161.62737,159.75147202,160.56852981,2,1,0.5,-4,-4,8,-1,0,1,3.3022004396472924,0.02056567649685011,2,1.7885961729386959,1,1,1,1,1,1,1,-1,1,0,-1,1,10,0,1,0,0
1441719000,163.36153347,164.75386664,162.71955949,164.6037948,3,0,0,0,0,8,0,0,2,3.3652816103867726,0.020444738922791673,2,0.5054387432526406,0,0,0,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441805400,166.1795491,166.30460897,162.0358989,162.40274117,3,0,0.125,1,1,8,1,0,1,3.4298122146448597,0.021119176868170032,1.9999999999999918,1.0342462167419935,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441891800,162.21098271,164.42871099,161.95252565,163.28649755,3,0,0.125,-1,-1,8,-1,0,1,3.3616960093130843,0.020587715823126726,2,0.7202841335696631,0,0,1,1,1,1,0,-1,1,1,-1,1,2,0,0,1,0
1441978200,162.89047464,164.09521801,162.18597073,164.02851942,1,1,0.75,6,6,8,1,0,2,3.2579496715050063,0.01986209278133471,2,0.4686032618726694,1,1,1,1,1,1,1,-1,1,1,-1,0,0,1,0,0,1
1442237400,164.20360323,164.25362718,162.93632993,163.41989474,2,0,0.25,-2,-2,8,-1,0,1,3.119331641397505,0.01908783288815811,2,0.6223100355409349,0,0,1,1,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1442323800,163.9201342,165.9044174,163.3792086,165.46253921,1,0,0.25,2,2,8,1,0,0,3.0768942955833976,0.01859571544274623,2,0.029975055610042666,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1442410200,165.76268288,167.08831746,165.42085259,166.896559,1,0,0.25,2,2,8,1,0,0,2.9762207651845833,0.017832726947861116,1.9999999999999905,0.46619521504654376,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
1442496600,166.76316181,169.1559739,166.1461998,166.5213794,1,0,0.25,2,2,8,1,0,0,2.978617431957112,0.017887297371001146,2.0000000000000093,0.3089658824411735,0,0,1,0,1,1,1,-1,1,1,-1,0,2,0,0,1,0
